id,system_id,"name","name_en","alt_en","name_lat","mesh","umls","uri","created_at","updated_at","deleted_at"
160,NULL,"срамна кост","pubic bone","pubis","os pubis","A02.835.232.611.781","C0034014","http://www.wikidata.org/entity/Q220815","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
161,NULL,"човешки череп","human skull","cranium","cranium","A02.835.232.781","","http://www.wikidata.org/entity/Q9604","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
162,NULL,"череп","skull","cranium","cranium","A02.835.232.781","C0037303","http://www.wikidata.org/entity/Q13147","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
163,NULL,"черепна конци","cranial suture","suture","suturae cranii","A02.835.232.781.200","C0502420","http://www.wikidata.org/entity/Q775533","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
164,NULL,"етмоидна кост","ethmoid bone","","os ethmoidale","A02.835.232.781.292","C0015027","http://www.wikidata.org/entity/Q16331","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
165,NULL,"лицев скелет","facial skeleton","viscerocranium","viscerocranium","A02.835.232.781.324","C0925985","http://www.wikidata.org/entity/Q1068553","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
166,NULL,"алвеоларен процес","alveolar process","alveolar bone","processus alveolaris","A02.835.232.781.324.502.125","","http://www.wikidata.org/entity/Q448692","2020-05-25 11:04:25","2020-06-05 07:26:46",NULL
167,NULL,"зъбен алвеол","dental alveolus","dental alveoli of mandible","alveoli dentales","A02.835.232.781.324.502.125.800","","http://www.wikidata.org/entity/Q143588","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
168,NULL,"ментални форуми","mental foramen","","foramen mentale","A02.835.232.781.324.502.632.800","","http://www.wikidata.org/entity/Q833871","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
169,NULL,"челюст","maxilla","upper jawbone","maxilla","A02.835.232.781.324.502.645","","http://www.wikidata.org/entity/Q182895","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
170,NULL,"твърдо небце","hard palate","palatum durum","palatum durum","A02.835.232.781.324.502.660","C0226901","http://www.wikidata.org/entity/Q1345983","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
171,NULL,"орбита","orbit","bony orbit","orbita","A02.835.232.781.324.690","","http://www.wikidata.org/entity/Q156075","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
172,NULL,"назална конха","nasal concha","turbinate","","A02.835.232.781.324.948","","http://www.wikidata.org/entity/Q11216176","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
173,NULL,"Вомер","vomer","vomeral bone","vomer","A02.835.232.781.324.971","","http://www.wikidata.org/entity/Q193527","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
174,NULL,"челна кост","frontal bone","os frontis","os frontale","A02.835.232.781.375","C0016732","http://www.wikidata.org/entity/Q16295","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
175,NULL,"тилна кост","occipital bone","ossification of occipital bone","os occipitale","A02.835.232.781.572","","http://www.wikidata.org/entity/Q16317","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
176,NULL,"форамен магнум","foramen magnum","","foramen magnum","A02.835.232.781.572.434","","http://www.wikidata.org/entity/Q426139","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
177,NULL,"париетална кост","parietal bone","","os parietale","A02.835.232.781.651","C0030558","http://www.wikidata.org/entity/Q16298","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
178,NULL,"сфеноидна кост","sphenoid bone","","os sphenoidale","A02.835.232.781.802","","http://www.wikidata.org/entity/Q16321","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
179,NULL,"темпорална кост","temporal bone","os temporale","os temporale","A02.835.232.781.885","C0039484","http://www.wikidata.org/entity/Q16313","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
180,NULL,"петролна част от темпоралната кост","petrous part of the temporal bone","petrous part of temporal bone","pars petrosa","A02.835.232.781.885.681","C0031266","http://www.wikidata.org/entity/Q1404198","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
181,NULL,"човешки гръбначен стълб","human vertebral column","","columna vertebralis","A02.835.232.834","","http://www.wikidata.org/entity/Q1979420","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
182,NULL,"шиен прешлен","cervical vertebra","cervical vertebrae","vertebrae cervicales","A02.835.232.834.151","C3665420","http://www.wikidata.org/entity/Q900457","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
183,NULL,"опашна кост","coccyx","tailbone","os coccygis","A02.835.232.834.229","","http://www.wikidata.org/entity/Q193176","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
184,NULL,"лумбални прешлени","lumbar vertebrae","lumbar vertebra","vertebrae lumbales","A02.835.232.834.519","C0024091","http://www.wikidata.org/entity/Q405478","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
185,NULL,"сакрум","sacrum","sacral vertebrae","os sacrum","A02.835.232.834.717","","http://www.wikidata.org/entity/Q233316","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
186,NULL,"гръбначен канал","spinal canal","vertebral canal","canalis vertebralis","A02.835.232.834.803","","http://www.wikidata.org/entity/Q781983","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
187,NULL,"гръден прешлен","thoracic vertebra","thoracic vertebrae","vertebrae thoracicae","A02.835.232.834.892","C0039987","http://www.wikidata.org/entity/Q578786","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
188,NULL,"Ребра","rib","","costae [I - XII]","A02.835.232.904.567","","http://www.wikidata.org/entity/Q196672","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
189,NULL,"гръдна кост","sternum","breastbone","sternum","A02.835.232.904.766","","http://www.wikidata.org/entity/Q8481","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
190,NULL,"xiphoid процес","xiphoid process","xiphisternum","processus xiphoideus","A02.835.232.904.766.825","","http://www.wikidata.org/entity/Q16359","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
191,NULL,"става","joint","joints","systema articulare","A02.835.583","","http://www.wikidata.org/entity/Q9644","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
192,NULL,"акромиоклавикуларна става","acromioclavicular joint","","articulatio acromioclavicularis","A02.835.583.032","","http://www.wikidata.org/entity/Q1640207","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
193,NULL,"Атланта-аксиална става","Atlanto-axial joint","atlantoaxial joint","articulatio atlantoaxialis mediana","A02.835.583.097","","http://www.wikidata.org/entity/Q2865747","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
194,NULL,"Атланта-окципитална става","Atlanto-occipital joint","","articulatio atlantooccipitalis","A02.835.583.101","","http://www.wikidata.org/entity/Q1169223","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
195,NULL,"лакътна става","elbow joint","joint of elbow","articulatio cubiti","A02.835.583.290","C0013770","http://www.wikidata.org/entity/Q11611456","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
196,NULL,"лакът","elbow","","cubitus","A02.835.583.290","","http://www.wikidata.org/entity/Q42586","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
197,NULL,"метакарпофалангеална става","metacarpophalangeal joint","MCP joint","articulationes metacarpophalangeae","A02.835.583.345.512","C0025525","http://www.wikidata.org/entity/Q14698418","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
198,NULL,"глезен","ankle","talocrural region","tarsus","A02.835.583.378.062","","http://www.wikidata.org/entity/Q168002","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
199,NULL,"Междузвездни артикулации","Intertarsal articulations","","","A02.835.583.378.831","","http://www.wikidata.org/entity/Q6057189","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
200,NULL,"Субтална става","Subtalar joint","","articulatio talocalcanea","A02.835.583.378.831.780","","http://www.wikidata.org/entity/Q7632190","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
201,NULL,"Междукарпални артикулации","Intercarpal articulations","","","A02.835.583.405.174","","http://www.wikidata.org/entity/Q6045628","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
202,NULL,"китка на ръка","wrist","","carpus","A02.835.583.405.930","","http://www.wikidata.org/entity/Q185706","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
203,NULL,"Триъгълна фиброкартила","Triangular fibrocartilage","","","A02.835.583.405.930.800","","http://www.wikidata.org/entity/Q1887448","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
204,NULL,"тазобедрена става","hip joint","coxafemoral joint","articulatio coxofemoralis","A02.835.583.411","C0019558","http://www.wikidata.org/entity/Q28792725","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
205,NULL,"колянна става","knee joint","","","A02.835.583.475","","http://www.wikidata.org/entity/Q62394131","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
206,NULL,"срамна симфиза","pubic symphysis","","symphysis pubica","A02.835.583.656","","http://www.wikidata.org/entity/Q1571074","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
207,NULL,"раменна става","shoulder joint","glenohumeral joint","articulatio humeri","A02.835.583.748","","http://www.wikidata.org/entity/Q1758798","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
208,NULL,"Стерноклавикуларна артикулация","Sternoclavicular articulation","Sternoclavicular joint","articulatio sternoclavicularis","A02.835.583.781","","http://www.wikidata.org/entity/Q640022","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
209,NULL,"темпоромандибуларна става","temporomandibular joint","","articulatio temporomandibularis","A02.835.583.861","","http://www.wikidata.org/entity/Q827134","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
210,NULL,"Зигапофизиална става","Zygapophysial joint","","articulationes zygapophysiales","A02.835.583.979","","http://www.wikidata.org/entity/Q1704251","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
211,2,"aхилесово сухожилие","Achilles tendon",NULL,"tendo calcanei","A02.880.176",NULL,"http://www.wikidata.org/entity/Q223172","2020-05-25 11:04:25","2020-05-25 11:50:39",NULL
212,NULL,"жлъчни пътища","bile ducts","bile duct","ductus choledochus","A03.159.183","","http://www.wikidata.org/entity/Q851111","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
213,NULL,"извънпеченочен жлъчен канал","extrahepatic bile duct","extrahepatic bile ducts","","A03.159.183.079","","http://www.wikidata.org/entity/Q66510651","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
214,NULL,"ампула от Ватер","ampulla of Vater","hepatopancreatic duct","ampulla hepatopancreatica","A03.159.183.079.300.950","","http://www.wikidata.org/entity/Q594066","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
215,NULL,"Сфинктер на ампула","Sphincter of ampulla","","m. sphincter ampullae","A03.159.183.079.300.950.600","","http://www.wikidata.org/entity/Q2084566","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
216,NULL,"кистозен канал","cystic duct","","ductus cysticus","A03.159.183.079.450","","http://www.wikidata.org/entity/Q664439","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
217,NULL,"общ чернодробен канал","common hepatic duct","hepatic duct","ductus hepaticus communis","A03.159.183.079.600","","http://www.wikidata.org/entity/Q2043581","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
218,NULL,"интрахепатални жлъчни пътища","intrahepatic bile ducts","intrahepatic bile duct","","A03.159.183.158","","http://www.wikidata.org/entity/Q12233655","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
219,NULL,"жлъчен мехур","gallbladder","Gall bladder","vesica fellea","A03.159.439","","http://www.wikidata.org/entity/Q64386","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
220,NULL,"стомашно-чревния тракт","gastrointestinal tract","GI tract","","A03.556","","http://www.wikidata.org/entity/Q11829360","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
221,NULL,"черво","intestine","intestines","","A03.556.124","","http://www.wikidata.org/entity/Q9639","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
222,NULL,"чревна лигавица","intestinal mucosa","","","A03.556.124.369","","http://www.wikidata.org/entity/Q64829404","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
223,NULL," large\"","large intestine","\"intestine","","intestinum crassum","A03.556.124.526","http://www.wikidata.org/entity/Q11083","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
224,NULL,"анален канал","anal canal","","canalis analis","A03.556.124.526.070","C0227411","http://www.wikidata.org/entity/Q2465231","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
225,NULL,"Цекум","cecum","ceca","caecum","A03.556.124.526.209","C0007531","http://www.wikidata.org/entity/Q185317","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
226,NULL,"апендикс","appendix","vermix","appendix vermiformis","A03.556.124.526.209.290","C0003617","http://www.wikidata.org/entity/Q9656","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
227,NULL,"дебело черво","colon","","colon","A03.556.124.526.356","C0009368","http://www.wikidata.org/entity/Q5982337","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
228,NULL," ascending\"","ascending colon","\"colon","","colon ascendens","A03.556.124.526.356.333","http://www.wikidata.org/entity/Q2562556","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
229,NULL," descending\"","descending colon","\"colon","","colon descendens","A03.556.124.526.356.500","http://www.wikidata.org/entity/Q2562565","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
230,NULL,"сигмоидно дебело черво","sigmoid colon","pelvic colon","colon sigmoideum","A03.556.124.526.356.668","C0227391","http://www.wikidata.org/entity/Q677253","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
231,NULL," transverse\"","transverse colon","\"colon","","colon transversum","A03.556.124.526.356.834","http://www.wikidata.org/entity/Q2619732","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
232,NULL,"Ректум","rectum","","rectum","A03.556.124.526.767","","http://www.wikidata.org/entity/Q158716","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
233,NULL,"тънко черво","small intestine","small bowel","intestinum tenue","A03.556.124.684","C0021852","http://www.wikidata.org/entity/Q11090","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
234,NULL,"Дуоденум","duodenum","","duodenum","A03.556.124.684.124","C0013303","http://www.wikidata.org/entity/Q134955","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
235,NULL,"Илео-цекален сфинктер","ileocecal valve","valve of Bauhin","","A03.556.124.684.249.400","C0020880","http://www.wikidata.org/entity/Q1068559","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
236,NULL,"първата част от тънкото черво","jejunum","","jejunum","A03.556.124.684.500","C0022378","http://www.wikidata.org/entity/Q185765","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
237,NULL,"слюнчен","salivary","saliva amilase secreting gland","glandulae salivariae","A03.556.500.760","C0036098","http://www.wikidata.org/entity/Q134938","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
238,NULL,"Паротидна жлеза","parotid gland","","glandula parotidea","A03.556.500.760.464","C0030580","http://www.wikidata.org/entity/Q691653","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
239,NULL,"канал на слюнчените жлези","duct of salivary gland","salivary gland duct","","A03.556.500.760.640","","http://www.wikidata.org/entity/Q66556304","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
240,NULL,"подязична жлеза","sublingual gland","Rivinus' gland","glandula sublingualis","A03.556.500.760.687","C0038553","http://www.wikidata.org/entity/Q692200","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
241,NULL,"субмандибуларна жлеза","submandibular gland","","glandula submandibularis","A03.556.500.760.812","C0038556","http://www.wikidata.org/entity/Q579886","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
242,NULL,"език","tongue","lengua","lingua","A03.556.500.885","","http://www.wikidata.org/entity/Q9614","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
243,NULL,"вкусови рецептори","taste buds","tastebud","caliculus gustatorius","A03.556.500.885.779","C0039337","http://www.wikidata.org/entity/Q862867","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
244,NULL,"Глътка","pharynx","","pharynx","A03.556.750","C0031354","http://www.wikidata.org/entity/Q174778","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
245,NULL,"Езофаг","esophagus","Esofago","oesophagus","A03.556.875.500","","http://www.wikidata.org/entity/Q173710","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
246,NULL,"стомах","stomach","","gaster","A03.556.875.875","C0038351","http://www.wikidata.org/entity/Q1029907","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
247,NULL,"Фундус","fundus","gastric fundus","fundus gastricus","A03.556.875.875.419","C0017129","http://www.wikidata.org/entity/Q2449197","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
248,NULL,"стомашна главна клетка","gastric chief cell","chief cell of stomach","","A03.556.875.875.440.150","","http://www.wikidata.org/entity/Q2595765","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
249,NULL,"черен дроб","liver","hepar","hepar","A03.620","C0023884","http://www.wikidata.org/entity/Q9368","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
250,NULL,"панкреас","pancreas","","pancreas","A03.734","","http://www.wikidata.org/entity/Q9618","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
251,NULL,"панкреатичен канал","pancreatic duct","","ductus pancreaticus","A03.734.667","","http://www.wikidata.org/entity/Q668063","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
252,NULL,"дихателната система","respiratory system","pulmonary system","systema respiratorium","A04","C0035237","http://www.wikidata.org/entity/Q7891","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
253,NULL,"ларинкс","larynx","","larynx","A04.329","C0023078","http://www.wikidata.org/entity/Q9637","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
254,NULL,"глотис","glottis","","glottis","A04.329.364","","http://www.wikidata.org/entity/Q374418","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
255,NULL,"гласови гънки","vocal folds","voice reeds","plica vocalis","A04.329.364.737","","http://www.wikidata.org/entity/Q215558","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
256,NULL,"бял дроб","human lung","diaphragmatic surface of lung","pulmones","A04.411","","http://www.wikidata.org/entity/Q2640512","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
257,NULL,"бял дроб","lung","lungs","pulmones","A04.411","","http://www.wikidata.org/entity/Q7886","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
258,NULL,"Бронх","bronchus","bronchi","bronchi","A04.411.125","C0006255","http://www.wikidata.org/entity/Q181602","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
259,NULL,"алвеоларна епителна клетка","alveolar epithelial cell","alveolar epithelial cells","","A04.411.715.100","","http://www.wikidata.org/entity/Q66558811","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
260,NULL,"кръвно-въздушна бариера","blood-air barrier","Respiratory membrane","","A04.411.715.200","C0005853","http://www.wikidata.org/entity/Q886410","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
261,NULL,"Носната кухина","Nasal cavity","nasal fossa","cavitas nasi","A04.531.449","C0027423","http://www.wikidata.org/entity/Q156104","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
262,NULL,"Обонятелна лигавица","Olfactory mucosa","","","A04.531.520.573","","http://www.wikidata.org/entity/Q7086517","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
263,NULL,"етмоиден синус","ethmoid sinus","ethmoidal air cell","cellulae ethmoidales","A04.531.621.267","C0015028","http://www.wikidata.org/entity/Q256356","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
264,NULL,"челен синус","frontal sinus","","sinus frontalis","A04.531.621.387","C0016734","http://www.wikidata.org/entity/Q918118","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
265,NULL,"максиларен синус","maxillary sinus","sinus of maxilla","sinus maxillaris","A04.531.621.578","C0024957","http://www.wikidata.org/entity/Q6498170","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
266,NULL,"сфеноидален синус","sphenoidal sinus","sphenoid sinus","sinus sphenoidalis","A04.531.621.827","C0037885","http://www.wikidata.org/entity/Q1049298","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
267,NULL,"Сливица","tonsil","","tonsilla palatina","A04.623.603.925","","http://www.wikidata.org/entity/Q180569","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
268,NULL,"респираторен епител","respiratory epithelium","respiratory tract epithelium","","A04.760","C0225385","http://www.wikidata.org/entity/Q1428754","2020-05-25 11:04:25","2020-06-05 07:26:47",NULL
269,NULL,"Трахея","trachea","","trachea","A04.889","C0040578","http://www.wikidata.org/entity/Q175449","2020-05-25 11:04:25","2020-05-25 11:04:25",NULL
270,NULL,"гениталии","sex organ","primary sexual characteristic","","A05.360","","http://www.wikidata.org/entity/Q4620674","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
271,NULL,"Фалопиева тръба","fallopian tube","uterine tube","tuba uterina","A05.360.319.114.373","","http://www.wikidata.org/entity/Q1233836","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
272,NULL,"яйчник","ovary","","ovarium","A05.360.319.114.630","","http://www.wikidata.org/entity/Q9631","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
273,NULL,"яйчников фоликул","ovarian follicle","","folliculi ovarici vesiculosi","A05.360.319.114.630.535","","http://www.wikidata.org/entity/Q953556","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
274,NULL,"кръгъл лигамент на матката","round ligament of uterus","","lig. teres uteri","A05.360.319.114.803","","http://www.wikidata.org/entity/Q1527057","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
275,NULL,"матка","uterus","womb","uterus","A05.360.319.679","","http://www.wikidata.org/entity/Q9612","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
276,NULL,"маточна шийка","cervix","","cervix uteri","A05.360.319.679.256","","http://www.wikidata.org/entity/Q666412","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
277,NULL,"ендометриум","endometrium","","tunica mucosa","A05.360.319.679.490","","http://www.wikidata.org/entity/Q839508","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
278,NULL,"вагина","vagina","","vagina","A05.360.319.779","","http://www.wikidata.org/entity/Q5880","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
279,NULL,"химен","hymen","Virginal membrane","hymen","A05.360.319.779.479","","http://www.wikidata.org/entity/Q1640627","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
280,NULL,"пичка","vulva","pussy","vulva","A05.360.319.887","","http://www.wikidata.org/entity/Q2192288","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
281,NULL,"Бартолинови жлези","Bartholin's gland","greater vestibular gland","glandula vestibularis major","A05.360.319.887.220","","http://www.wikidata.org/entity/Q790949","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
282,NULL,"клитор","clitoris","","clitoris","A05.360.319.887.436","","http://www.wikidata.org/entity/Q873072","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
283,NULL,"мъжка репродуктивна система","male reproductive system","male genitalia","systema genitale masculinum","A05.360.444","","http://www.wikidata.org/entity/Q842083","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
284,NULL,"бульбуретрална жлеза","bulbourethral gland","Cowper's gland","","A05.360.444.123","","http://www.wikidata.org/entity/Q120463","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
285,NULL,"еякулаторен канал","ejaculatory duct","","ductus ejaculatorius","A05.360.444.251","","http://www.wikidata.org/entity/Q1063420","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
286,NULL,"Епидидим","epididymis","vescile","","A05.360.444.371","","http://www.wikidata.org/entity/Q1973610","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
287,NULL,"пенис","human penis","","penis","A05.360.444.492","","http://www.wikidata.org/entity/Q8124","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
288,NULL,"препуциум","foreskin","preputium penis","preputium penis","A05.360.444.492.362","","http://www.wikidata.org/entity/Q673203","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
289,NULL,"пикочен канал","urethra","","","A05.360.444.492.726","C0041967","http://www.wikidata.org/entity/Q9386","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
290,NULL,"простата","prostate","","prostata","A05.360.444.575","","http://www.wikidata.org/entity/Q9625","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
291,NULL,"Мъдница","scrotum","","scrotum","A05.360.444.661","","http://www.wikidata.org/entity/Q174471","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
292,NULL,"семенна везикула","seminal vesicula","seminal gland","","A05.360.444.713","","http://www.wikidata.org/entity/Q217259","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
293,NULL,"сперматозоид","spermatic cord","","","A05.360.444.777","","http://www.wikidata.org/entity/Q740900","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
294,NULL,"тестис","testicle","testis","testis","A05.360.444.849","","http://www.wikidata.org/entity/Q9384","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
295,NULL,"Клетка Лейдиг","Leydig cell","Leydig cells","","A05.360.444.849.513","","http://www.wikidata.org/entity/Q636846","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
296,NULL,"rete testis","rete testis","","rete testis","A05.360.444.849.600","","http://www.wikidata.org/entity/Q2709123","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
297,NULL,"семенна тръба","seminiferous tubule","","tubuli seminiferi contorti","A05.360.444.849.700","","http://www.wikidata.org/entity/Q503431","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
298,NULL,"Клетка Сертоли","Sertoli cell","sertoli cell","","A05.360.444.849.789","","http://www.wikidata.org/entity/Q195614","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
299,NULL,"vas deferens","vas deferens","ductus deferens","","A05.360.444.930","","http://www.wikidata.org/entity/Q735505","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
300,NULL,"микроб","germ cell","","","A05.360.490","C0017471","http://www.wikidata.org/entity/Q281579","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
301,NULL,"овоцити","oocyte","ovocyte","","A05.360.490.690.680","","http://www.wikidata.org/entity/Q3246226","2020-05-25 11:04:26","2020-05-25 11:04:26",NULL
302,NULL,"полярно тяло","polar body","Polar Bodies","","A05.360.490.690.680.500","","http://www.wikidata.org/entity/Q1890716","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
303,NULL,"Oogonium","Oogonium","oogonium","","A05.360.490.690.700","","http://www.wikidata.org/entity/Q2024775","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
304,NULL,"Zona pellucida","Zona pellucida","","","A05.360.490.690.950","","http://www.wikidata.org/entity/Q219841","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
305,NULL,"сперматозоид","spermatozoon","","","A05.360.490.890","","http://www.wikidata.org/entity/Q74560","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
306,NULL,"сперматозоид","sperm head","","","A05.360.490.890.820","","http://www.wikidata.org/entity/Q28598865","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
307,NULL,"Spermatid","Spermatid","spermatid","","A05.360.490.890.860","","http://www.wikidata.org/entity/Q1494188","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
308,NULL,"spermatocyte","spermatocyte","spermatocytes","","A05.360.490.890.880","","http://www.wikidata.org/entity/Q3486515","2020-05-25 11:04:26","2020-06-05 07:26:47",NULL
